,pivot,size,it,disorder,exec_time
534,mediana,100000,4,0.25,1.9920146465301514
535,mediana,100000,5,0.25,1.9510161876678467
536,mediana,100000,6,0.25,1.979984998703003
537,mediana,100000,7,0.25,2.3520004749298096
538,mediana,100000,8,0.25,2.230018138885498
539,mediana,100000,9,0.25,2.1300177574157715
540,mediana,1000000,0,0.25,21.804002046585083
541,mediana,1000000,1,0.25,20.692986488342285
542,mediana,1000000,2,0.25,23.21100115776062
543,mediana,1000000,3,0.25,19.927002429962158
544,mediana,1000000,4,0.25,28.284000635147095
545,mediana,1000000,5,0.25,20.40101385116577
546,mediana,1000000,6,0.25,20.056986808776855
547,mediana,1000000,7,0.25,23.39899969100952
548,mediana,1000000,8,0.25,19.65600299835205
549,mediana,1000000,9,0.25,24.14900517463684
550,achapivo,100,0,0.25,0.0
551,achapivo,100,1,0.25,0.0
552,achapivo,100,2,0.25,0.0
553,achapivo,100,3,0.25,0.0009975433349609375
554,achapivo,100,4,0.25,0.0
555,achapivo,100,5,0.25,0.0010018348693847656
556,achapivo,100,6,0.25,0.0
557,achapivo,100,7,0.25,0.0
558,achapivo,100,8,0.25,0.0009982585906982422
559,achapivo,100,9,0.25,0.0
560,achapivo,1000,0,0.25,0.005001544952392578
561,achapivo,1000,1,0.25,0.0019998550415039062
562,achapivo,1000,2,0.25,0.0029997825622558594
563,achapivo,1000,3,0.25,0.0030007362365722656
564,achapivo,1000,4,0.25,0.002999544143676758
565,achapivo,1000,5,0.25,0.0029976367950439453
566,achapivo,1000,6,0.25,0.004001140594482422
567,achapivo,1000,7,0.25,0.001999378204345703
568,achapivo,1000,8,0.25,0.001999378204345703
569,achapivo,1000,9,0.25,0.0019991397857666016
570,achapivo,10000,0,0.25,0.04099702835083008
571,achapivo,10000,1,0.25,0.05099940299987793
572,achapivo,10000,2,0.25,0.03599977493286133
573,achapivo,10000,3,0.25,0.04000043869018555
574,achapivo,10000,4,0.25,0.04399847984313965
575,achapivo,10000,5,0.25,0.0429995059967041
576,achapivo,10000,6,0.25,0.04900002479553223
577,achapivo,10000,7,0.25,0.06400036811828613
578,achapivo,10000,8,0.25,0.04700064659118652
579,achapivo,10000,9,0.25,0.036000967025756836
580,achapivo,100000,0,0.25,0.5679962635040283
581,achapivo,100000,1,0.25,0.8309991359710693
582,achapivo,100000,2,0.25,0.8299963474273682
583,achapivo,100000,3,0.25,0.6790018081665039
584,achapivo,100000,4,0.25,0.8130011558532715
585,achapivo,100000,5,0.25,0.9420011043548584
586,achapivo,100000,6,0.25,0.46700072288513184
587,achapivo,100000,7,0.25,0.530001163482666
588,achapivo,100000,8,0.25,0.4759979248046875
589,achapivo,100000,9,0.25,0.5309977531433105
590,achapivo,1000000,0,0.25,6.37502121925354
591,achapivo,1000000,1,0.25,6.669001817703247
592,achapivo,1000000,2,0.25,5.220020532608032
593,achapivo,1000000,3,0.25,5.831997632980347
594,achapivo,1000000,4,0.25,7.612996339797974
595,achapivo,1000000,5,0.25,5.550000429153442
596,achapivo,1000000,6,0.25,5.2029900550842285
597,achapivo,1000000,7,0.25,4.602020025253296
598,achapivo,1000000,8,0.25,4.7169883251190186
599,achapivo,1000000,9,0.25,4.9260149002075195
600,primeiro,100,0,0.45,0.0
601,primeiro,100,1,0.45,0.0
602,primeiro,100,2,0.45,0.0
603,primeiro,100,3,0.45,0.0010001659393310547
604,primeiro,100,4,0.45,0.0
